day,score
2020-02-17,-116.0
2020-02-18,1328.0
2020-02-19,1603.0
2020-02-20,-5162.0
2020-02-21,0.0
2020-02-22,-3385.0
2020-02-24,0.0
2020-02-25,1547.0
2020-02-26,-1981.0
2020-02-27,1803.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-02,-3944.0
2020-03-03,-2112.0
2020-03-04,1646.0
2020-03-05,3696.0
2020-03-06,0.0
2020-03-07,2083.0
2020-03-08,-8152.0
2020-03-09,0.0
2020-03-10,-3382.0
2020-03-11,1725.0
2020-03-12,-2382.0
2020-03-13,-3562.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,942.0
2020-03-18,234.0
2020-03-19,1324.0
2020-03-20,-1627.0
2020-03-21,786.0
2020-03-22,-1700.0
2020-03-23,-2858.0
2020-03-24,-1747.0
2020-03-25,1728.0
2020-03-26,0.0
2020-03-27,665.0
2020-03-28,999.0
2020-03-30,0.0
2020-03-31,-2831.0
2020-04-01,0.0
2020-04-02,1353.0
2020-04-03,0.0
2020-04-04,1107.0
2020-04-07,-2326.0
2020-04-08,2043.0
2020-04-09,3438.0
2020-04-10,1315.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,1397.0
2020-04-15,-2467.0
2020-04-16,3147.0
2020-04-17,407.0
2020-04-18,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,984.0
2020-04-23,929.0
2020-04-24,-3185.0
2020-04-25,993.0
2020-04-27,0.0
2020-04-28,942.0
2020-04-29,591.0
2020-04-30,-11618.0
2020-05-06,-3524.0
2020-05-07,0.0
2020-05-08,1169.0
2020-05-09,1461.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,976.0
2020-05-14,914.0
2020-05-15,0.0
2020-05-16,1038.0
2020-05-18,0.0
2020-05-19,-6370.0
2020-05-20,862.0
2020-05-21,1047.0
2020-05-22,934.0
2020-05-24,0.0
2020-05-25,-1604.0
2020-05-26,-2938.0
2020-05-27,-1314.0
2020-05-28,847.0
2020-05-29,0.0
2020-06-01,1045.0
2020-06-02,-1486.0
2020-06-03,0.0
2020-06-04,850.0
2020-06-05,3937.0
2020-06-07,0.0
2020-06-08,3894.0
2020-06-09,-320.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,-3755.0
2020-06-15,0.0
2020-06-16,-731.0
2020-06-17,-2312.0
2020-06-18,-4100.0
2020-06-19,0.0
2020-06-22,0.0
2020-06-29,0.0
2020-06-30,-2265.0
2020-07-01,-1109.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-06,2206.0
2020-07-08,2132.0
2020-07-09,0.0
2020-07-10,2576.0
2020-07-11,1036.0
2020-07-13,0.0
2020-07-14,2078.0
2020-07-15,2143.0
2020-07-16,-1124.0
2020-07-17,1647.0
2020-07-22,0.0
2020-07-23,-1050.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,-4628.0
2020-07-29,0.0
2020-07-30,255.0
2020-07-31,2441.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,-2962.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,-1096.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,549.0
2020-08-25,0.0
2020-08-26,-1206.0
2020-08-27,-668.0
2020-08-28,0.0
2020-08-29,0.0
2020-09-01,498.0
2020-09-02,-741.0
2020-09-03,-1572.0
2020-09-04,-1740.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,958.0
2020-09-10,637.0
2020-09-11,-1198.0
2020-09-14,668.0
2020-09-15,-3844.0
2020-09-16,-6824.0
2020-09-17,0.0
2020-09-18,-1326.0
2020-09-19,0.0
2020-09-21,1138.0
2020-09-22,0.0
2020-09-23,-956.0
2020-09-24,-1154.0
2020-09-25,-630.0
2020-09-26,0.0
2020-09-28,-2580.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-05,-1177.0
2020-10-09,0.0
2020-10-12,0.0
2020-10-13,5002.0
2020-10-14,-1178.0
2020-10-15,0.0
2020-10-16,508.0
2020-10-19,2254.0
2020-10-20,471.0
2020-10-21,1809.0
2020-10-22,-561.0
2020-10-23,-496.0
2020-10-25,0.0
2020-10-26,-311.0
2020-10-27,374.0
2020-10-28,-1690.0
2020-10-29,595.0
2020-10-30,-11789.0
2020-10-31,-1146.0
2020-11-01,-3912.0
2020-11-02,-19245.0
2020-11-03,-3707.0
2020-11-04,-1595.0
2020-11-05,-5268.0
2020-11-06,-1984.0
2020-11-07,519.0
2020-11-08,0.0
2020-11-09,-5573.0
2020-11-10,-3616.0
2020-11-11,9605.0
2020-11-12,-1210.0
2020-11-13,456.0
2020-11-15,0.0
2020-11-16,0.0
2020-11-17,-760.0
2020-11-18,447.0
2020-11-19,-772.0
2020-11-20,0.0
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,-1700.0
2020-11-24,0.0
2020-11-25,362.0
2020-11-26,0.0
2020-11-27,669.0
2020-11-29,0.0
2020-11-30,444.0
2020-12-01,0.0
2020-12-02,-701.0
2020-12-03,0.0
2020-12-04,-796.0
2020-12-06,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,-2874.0
2020-12-10,81.0
2020-12-11,0.0
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,713.0
2020-12-15,-1404.0
2020-12-16,-5296.0
2020-12-17,0.0
2020-12-18,-384.0
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,-786.0
2020-12-22,-1378.0
2020-12-23,-1274.0
2020-12-24,-1514.0
2020-12-25,-644.0
2020-12-26,0.0
2020-12-27,0.0
2020-12-28,-694.0
2020-12-29,-34.0
2020-12-30,-168.0
2020-12-31,-4155.0
2021-01-01,0.0
2021-01-02,487.0
2021-01-03,0.0
2021-01-04,-1476.0
2021-01-05,-860.0
2021-01-06,0.0
2021-01-07,-1067.0
2021-01-08,-958.0
2021-01-10,0.0
2021-01-11,-794.0
2021-01-12,417.0
2021-01-13,-203.0
2021-01-14,-850.0
2021-01-15,0.0
2021-01-17,0.0
2021-01-18,-4186.0
2021-01-19,-713.0
2021-01-20,-4260.0
2021-01-21,-630.0
2021-01-22,0.0
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,-1521.0
2021-01-26,-722.0
2021-01-27,-3240.0
2021-01-28,-1248.0
2021-01-29,-2958.0
2021-01-31,0.0
2021-02-01,-3345.0
2021-02-02,-9968.0
2021-02-03,0.0
2021-02-04,-468.0
2021-02-05,-732.0
2021-02-08,-2128.0
2021-02-09,0.0
2021-02-10,0.0
2021-02-12,0.0
2021-02-13,594.0
2021-02-15,0.0
2021-02-18,-548.0
2021-02-19,-1800.0
2021-02-21,0.0
2021-02-22,621.0
2021-02-23,-1226.0
2021-02-24,-1413.0
2021-02-25,0.0
2021-02-26,-531.0
2021-02-27,0.0
2021-03-01,-1235.0
2021-03-02,-327.0
2021-03-04,599.0
2021-03-05,-159.0
2021-03-07,499.0
2021-03-08,0.0
2021-03-09,-1373.0
2021-03-10,494.0
2021-03-11,0.0
2021-03-12,-2648.0
2021-03-13,0.0
2021-03-15,467.0
2021-03-16,2550.0
2021-03-17,0.0
2021-03-18,-1194.0
2021-03-19,0.0
2021-03-22,0.0
2021-03-23,0.0
2021-03-24,-1958.0
2021-03-25,489.0
2021-03-26,0.0
2021-03-27,0.0
2021-03-28,0.0
2021-03-29,887.0
2021-03-30,0.0
2021-03-31,1754.0
2021-04-01,-1116.0
2021-04-02,0.0
2021-04-06,-1434.0
2021-04-08,-702.0
2021-04-09,-2894.0
2021-04-12,-862.0
2021-04-13,-1124.0
2021-04-14,-1082.0
2021-04-15,453.0
2021-04-16,0.0
2021-04-17,0.0
2021-04-19,565.0
2021-04-20,0.0
2021-04-21,-2026.0
2021-04-22,-3362.0
2021-04-23,0.0
2021-04-26,-2114.0
2021-04-27,-32.0
2021-04-28,0.0
2021-04-29,658.0
2021-04-30,0.0
2021-05-06,0.0
2021-05-07,978.0
2021-05-08,0.0
2021-05-10,1151.0
2021-05-11,0.0
2021-05-12,-513.0
2021-05-13,-378.0
2021-05-14,-848.0
2021-05-15,-1772.0
2021-05-16,-3000.0
2021-05-17,-4892.0
2021-05-18,0.0
2021-05-19,530.0
2021-05-20,-1020.0
2021-05-21,0.0
2021-05-23,0.0
2021-05-24,0.0
2021-05-25,0.0
2021-05-26,557.0
2021-05-27,-1024.0
2021-05-28,0.0
2021-05-29,0.0
2021-05-30,0.0
2021-05-31,1442.0
2021-06-01,0.0
2021-06-02,-808.0
2021-06-03,-862.0
2021-06-04,0.0
2021-06-07,-810.0
2021-06-08,-996.0
2021-06-09,-1104.0
2021-06-10,-2612.0
2021-06-11,-1082.0
2021-06-15,0.0
2021-06-16,0.0
2021-06-17,-864.0
2021-06-18,-2602.0
2021-06-21,1127.0
2021-06-22,567.0
2021-06-23,-1952.0
2021-06-24,-643.0
2021-06-25,-986.0
2021-06-27,-11472.0
2021-06-28,0.0
2021-06-29,0.0
2021-06-30,-4050.0
2021-07-01,-6453.0
2021-07-02,-417.0
2021-07-05,0.0
2021-07-06,0.0
2021-07-07,-320.0
2021-07-08,-4625.0
2021-07-09,-3643.0
2021-07-10,0.0
2021-07-11,-4100.0
2021-07-12,-1548.0
2021-07-13,-1746.0
2021-07-14,-4566.0
2021-07-15,-23120.0
2021-07-16,-6530.0
2021-07-17,0.0
2021-07-18,-1510.0
2021-07-19,-2758.0
2021-07-20,-1558.0
2021-07-21,-2772.0
2021-07-22,0.0
2021-07-23,-2016.0
2021-07-24,0.0
2021-07-25,-716.0
2021-07-26,-2576.0
2021-07-27,-3949.0
2021-07-28,-3674.0
2021-07-29,-6078.0
2021-07-30,-3200.0
2021-07-31,942.0
2021-08-02,481.0
2021-08-03,-222.0
2021-08-04,-1780.0
2021-08-05,-976.0
2021-08-06,-3660.0
2021-08-07,0.0
2021-08-08,-1020.0
2021-08-09,0.0
2021-08-10,-1940.0
2021-08-11,-2420.0
2021-08-12,0.0
2021-08-13,-768.0
2021-08-14,0.0
2021-08-15,1136.0
2021-08-16,0.0
2021-08-17,-988.0
2021-08-18,-404.0
2021-08-19,-323.0
2021-08-20,0.0
2021-08-23,446.0
2021-08-24,-814.0
2021-08-25,0.0
2021-08-26,1369.0
2021-08-27,-2280.0
2021-08-28,761.0
2021-08-29,1422.0
2021-08-30,-1934.0
2021-08-31,-870.0
2021-09-01,548.0
2021-09-02,628.0
2021-09-03,0.0
2021-09-04,0.0
2021-09-05,506.0
2021-09-06,0.0
2021-09-07,-344.0
2021-09-08,525.0
2021-09-10,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-18,0.0
2021-09-21,0.0
2021-09-22,470.0
2021-09-23,-1208.0
2021-09-24,-798.0
2021-09-25,0.0
2021-09-26,0.0
2021-09-27,0.0
2021-09-28,-892.0
2021-09-29,-690.0
2021-09-30,0.0
2021-10-05,0.0
2021-10-08,321.0
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,1497.0
2021-10-13,-6197.0
2021-10-14,-652.0
2021-10-15,-60.0
2021-10-16,0.0
2021-10-17,0.0
2021-10-18,0.0
2021-10-19,-273.0
2021-10-20,-1107.0
2021-10-21,-680.0
2021-10-22,0.0
2021-10-23,-814.0
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,-336.0
2021-10-27,-826.0
2021-10-28,-884.0
2021-10-29,-176.0
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,-1822.0
2021-11-02,0.0
2021-11-03,-2292.0
2021-11-04,632.0
2021-11-05,0.0
2021-11-08,0.0
2021-11-09,-1394.0
2021-11-10,0.0
2021-11-11,325.0
2021-11-12,-870.0
2021-11-13,0.0
2021-11-15,469.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,-996.0
2021-11-19,-724.0
2021-11-20,-1773.0
2021-11-21,0.0
2021-11-23,0.0
2021-11-24,-1058.0
2021-11-25,0.0
2021-11-26,-1137.0
2021-11-30,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-06,-724.0
2021-12-08,1985.0
2021-12-09,0.0
2021-12-10,-642.0
2021-12-12,473.0
2021-12-13,4447.0
2021-12-14,-101.0
2021-12-15,-1745.0
2021-12-16,-661.0
2021-12-17,1880.0
2021-12-18,-1096.0
2021-12-19,1106.0
2021-12-20,3635.0
2021-12-21,-1069.0
2021-12-22,209.0
2021-12-23,-1206.0
2021-12-24,-9940.0
2021-12-26,-1026.0
2021-12-27,-711.0
2021-12-28,-4166.0
2021-12-29,-100.0
2021-12-30,2419.0
2021-12-31,-6160.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,1140.0
2022-01-04,-2120.0
2022-01-05,-1518.0
2022-01-06,0.0
2022-01-07,-1410.0
2022-01-10,1356.0
2022-01-11,527.0
2022-01-12,0.0
2022-01-13,-2250.0
2022-01-14,-5986.0
2022-01-16,2727.0
2022-01-17,543.0
2022-01-18,0.0
2022-01-19,1183.0
2022-01-20,-3655.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,-1320.0
2022-01-28,0.0
2022-01-29,0.0
2022-02-02,746.0
2022-02-07,408.0
2022-02-08,0.0
2022-02-09,-1543.0
2022-02-10,851.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,-1560.0
2022-02-15,-293.0
2022-02-16,1956.0
2022-02-17,436.0
2022-02-18,421.0
2022-02-19,-1112.0
2022-02-21,574.0
2022-02-22,-1584.0
2022-02-23,0.0
2022-02-24,-752.0
2022-02-25,339.0
2022-02-27,0.0
2022-02-28,-1547.0
2022-03-01,0.0
2022-03-02,2153.0
2022-03-03,9668.0
2022-03-04,3964.0
2022-03-05,-2095.0
2022-03-06,-101.0
2022-03-07,-19959.0
2022-03-08,-18809.0
2022-03-09,-4874.0
2022-03-10,-8104.0
2022-03-11,-8963.0
2022-03-12,846.0
2022-03-13,2182.0
2022-03-14,-2285.0
2022-03-15,-2368.0
2022-03-16,-106587.0
2022-03-17,-1230.0
2022-03-18,-368.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,-3154.0
2022-03-22,-3335.0
2022-03-23,-3762.0
2022-03-24,-5089.0
2022-03-25,-10386.0
2022-03-26,477.0
2022-03-27,957.0
2022-03-28,-4839.0
2022-03-29,-5630.0
2022-03-30,453.0
2022-03-31,-1401.0
2022-04-01,3246.0
2022-04-02,0.0
2022-04-03,-1660.0
2022-04-04,1110.0
2022-04-05,0.0
2022-04-06,-956.0
2022-04-07,-2743.0
2022-04-08,-2382.0
2022-04-09,0.0
2022-04-10,387.0
2022-04-11,7856.0
2022-04-12,2865.0
2022-04-13,7930.0
2022-04-14,-944.0
2022-04-15,-24691.0
2022-04-16,47.0
2022-04-17,-15888.0
2022-04-18,-14604.0
2022-04-19,-25912.0
2022-04-20,-14449.0
2022-04-21,-13215.0
2022-04-22,-31729.0
2022-04-23,-5874.0
2022-04-24,-3250.0
2022-04-25,-4716.0
2022-04-26,-10460.0
2022-04-27,-6467.0
2022-04-28,-2305.0
2022-04-29,-2242.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,360.0
2022-05-04,641.0
2022-05-05,685.0
2022-05-06,-912.0
2022-05-07,-411.0
2022-05-08,624.0
2022-05-09,1515.0
2022-05-10,-1653.0
2022-05-11,-275.0
2022-05-12,6081.0
2022-05-13,-13800.0
2022-05-14,-1757.0
2022-05-15,400.0
2022-05-16,-1532.0
2022-05-17,-6441.0
2022-05-18,-1493.0
2022-05-19,-683.0
2022-05-20,5216.0
2022-05-21,707.0
2022-05-22,182.0
2022-05-23,168.0
2022-05-24,-889.0
2022-05-25,-415.0
2022-05-26,-265.0
2022-05-27,-1705.0
2022-05-28,0.0
2022-05-29,-1234.0
2022-05-30,-420.0
2022-05-31,0.0
2022-06-01,125.0
2022-06-02,1040.0
2022-06-03,-1728.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,644.0
2022-06-07,-1288.0
2022-06-08,1932.0
2022-06-09,-17498.0
2022-06-10,-11644.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,-5049.0
2022-06-14,-10840.0
2022-06-15,-2485.0
2022-06-16,1932.0
2022-06-17,307.0
2022-06-18,0.0
2022-06-20,-1106.0
2022-06-21,-2041.0
2022-06-22,-1699.0
2022-06-23,-2520.0
2022-06-24,-4597.0
2022-06-25,572.0
2022-06-26,-890.0
2022-06-27,-4527.0
2022-06-28,-2611.0
2022-06-29,-5210.0
2022-06-30,-10068.0
2022-07-01,-2308.0
2022-07-02,-802.0
2022-07-03,-337.0
2022-07-04,-2420.0
2022-07-05,-3840.0
2022-07-06,-3982.0
2022-07-07,-342.0
2022-07-08,-1079.0
2022-07-10,624.0
2022-07-11,-357.0
2022-07-12,-2196.0
2022-07-13,-1346.0
2022-07-14,-2824.0
2022-07-15,-7387.0
2022-07-17,-1388.0
2022-07-18,-1624.0
2022-07-19,0.0
2022-07-20,-958.0
2022-07-21,0.0
2022-07-22,-2593.0
2022-07-23,0.0
2022-07-24,301.0
2022-07-25,464.0
2022-07-26,-54.0
2022-07-27,-2798.0
2022-07-28,-342.0
2022-07-29,-1626.0
2022-07-31,0.0
2022-08-01,-620.0
2022-08-02,-7202.0
2022-08-03,-6169.0
2022-08-04,-459.0
2022-08-05,615.0
2022-08-06,0.0
2022-08-08,1.0
2022-08-09,-1021.0
2022-08-10,-939.0
2022-08-11,953.0
2022-08-12,940.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,-750.0
2022-08-16,383.0
2022-08-17,0.0
2022-08-18,-351.0
2022-08-19,-228.0
2022-08-21,435.0
2022-08-22,357.0
2022-08-23,-361.0
2022-08-24,2038.0
2022-08-25,2212.0
2022-08-26,7078.0
2022-08-27,-789.0
2022-08-28,691.0
2022-08-29,-4886.0
2022-08-30,-2325.0
2022-08-31,-3398.0
2022-09-01,-2003.0
2022-09-02,2105.0
2022-09-03,-986.0
2022-09-04,0.0
2022-09-05,2062.0
2022-09-06,-5.0
2022-09-07,519.0
2022-09-08,-2943.0
2022-09-09,-881.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,7415.0
2022-09-14,-30895.0
2022-09-15,-2944.0
2022-09-16,-2235.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,-1434.0
2022-09-20,1561.0
2022-09-21,-3591.0
2022-09-22,-397.0
2022-09-23,-3814.0
2022-09-24,-1148.0
2022-09-25,-655.0
2022-09-26,-25834.0
2022-09-27,-7542.0
2022-09-28,-16067.0
2022-09-29,-9747.0
2022-09-30,-9307.0
2022-10-01,-1618.0
2022-10-03,-1520.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,-4800.0
2022-10-10,-1509.0
2022-10-11,-264.0
2022-10-12,-4274.0
2022-10-13,-3984.0
2022-10-14,-658.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,-746.0
2022-10-18,-484.0
2022-10-19,85.0
2022-10-20,-5257.0
2022-10-21,-1579.0
2022-10-23,0.0
2022-10-24,-6861.0
2022-10-25,-2851.0
2022-10-26,-2792.0
2022-10-27,-2134.0
2022-10-28,-6960.0
2022-10-29,-272.0
2022-10-31,-3720.0
2022-11-01,-668.0
2022-11-02,1305.0
2022-11-03,-1014.0
2022-11-04,780.0
2022-11-05,319.0
2022-11-07,-274.0
2022-11-08,-1531.0
2022-11-09,-1385.0
2022-11-10,-1178.0
2022-11-11,231.0
2022-11-12,0.0
2022-11-14,-2872.0
2022-11-15,6373.0
2022-11-16,956.0
2022-11-17,29.0
2022-11-18,-3401.0
2022-11-19,0.0
2022-11-20,-452.0
2022-11-21,330.0
2022-11-22,-904.0
2022-11-23,-1114.0
2022-11-24,-456.0
2022-11-25,258.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,-425.0
2022-11-29,-357.0
2022-11-30,409.0
2022-12-01,1706.0
2022-12-02,-1073.0
2022-12-05,-15.0
2022-12-06,-508.0
2022-12-07,579.0
2022-12-08,141.0
2022-12-09,-4305.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,-614.0
2022-12-13,-1070.0
2022-12-14,-1184.0
2022-12-15,-6425.0
2022-12-16,-1422.0
2022-12-18,365.0
2022-12-19,-3183.0
2022-12-20,-4321.0
2022-12-21,-1862.0
2022-12-22,-2717.0
2022-12-23,-5018.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,-1486.0
2022-12-28,-4722.0
2022-12-29,-902.0
2022-12-30,-832.0
2022-12-31,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,26.0
2023-01-06,-2502.0
2023-01-09,-816.0
2023-01-10,-805.0
2023-01-11,0.0
2023-01-12,-2202.0
2023-01-13,0.0
2023-01-16,-380.0
2023-01-17,-1604.0
2023-01-19,-732.0
2023-01-20,0.0
2023-01-30,1137.0
2023-01-31,0.0
2023-02-01,-435.0
2023-02-02,321.0
2023-02-03,-606.0
2023-02-06,355.0
2023-02-07,-515.0
2023-02-08,-3030.0
2023-02-09,-58.0
2023-02-10,-972.0
2023-02-12,0.0
2023-02-13,-764.0
2023-02-14,-1417.0
2023-02-15,-227.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,466.0
2023-02-23,535.0
2023-02-26,0.0
2023-02-27,-362.0
2023-02-28,-386.0
2023-03-01,892.0
2023-03-02,0.0
2023-03-03,4777.0
2023-03-04,-7990.0
2023-03-06,-674.0
2023-03-07,-239.0
2023-03-08,481.0
2023-03-09,0.0
2023-03-10,1933.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,-1244.0
2023-03-15,1893.0
2023-03-16,-341.0
2023-03-17,84.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,-3685.0
2023-03-21,-6657.0
2023-03-22,-2042.0
2023-03-23,2064.0
2023-03-24,-629.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,-1070.0
2023-03-28,0.0
2023-03-29,343.0
2023-03-30,381.0
2023-03-31,-1440.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,-732.0
2023-04-06,-2463.0
2023-04-07,15.0
2023-04-08,0.0
2023-04-09,-680.0
2023-04-10,-756.0
2023-04-11,-914.0
2023-04-12,-2316.0
2023-04-13,319.0
2023-04-14,-2666.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,-797.0
2023-04-18,-592.0
2023-04-19,-910.0
2023-04-20,-852.0
2023-04-21,-200.0
2023-04-22,0.0
2023-04-23,-1688.0
2023-04-24,-413.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,746.0
2023-04-29,0.0
2023-05-02,0.0
2023-05-03,-1368.0
2023-05-04,-348.0
2023-05-05,342.0
2023-05-06,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,1034.0
2023-05-13,0.0
2023-05-14,-527.0
2023-05-15,1378.0
2023-05-16,-2492.0
2023-05-17,-914.0
2023-05-18,3852.0
2023-05-19,-1176.0
2023-05-20,-2768.0
2023-05-21,1222.0
2023-05-22,3141.0
2023-05-23,7766.0
2023-05-24,-3212.0
2023-05-25,-10675.0
2023-05-26,-2263.0
2023-05-27,0.0
2023-05-28,246.0
2023-05-29,-8173.0
2023-05-30,-10136.0
2023-05-31,-2754.0
2023-06-01,-215.0
2023-06-02,882.0
2023-06-03,0.0
2023-06-04,0.0
2023-06-05,98.0
2023-06-06,2.0
2023-06-07,86.0
2023-06-08,-1889.0
2023-06-09,-643.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,-386.0
2023-06-13,2200.0
2023-06-14,6895.0
2023-06-15,-678.0
2023-06-16,338.0
2023-06-17,166.0
2023-06-18,0.0
2023-06-19,-134.0
2023-06-20,-588.0
2023-06-21,-1593.0
2023-06-22,0.0
2023-06-24,-268.0
2023-06-25,0.0
2023-06-26,5.0
2023-06-27,76.0
2023-06-28,3913.0
2023-06-29,-2536.0
2023-06-30,-36.0
2023-07-01,0.0
2023-07-02,111.0
2023-07-03,-2519.0
2023-07-04,-3375.0
2023-07-05,-801.0
2023-07-06,-955.0
2023-07-07,1357.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,-1801.0
2023-07-11,-393.0
2023-07-12,-478.0
2023-07-13,375.0
2023-07-14,1179.0
2023-07-15,590.0
2023-07-16,734.0
2023-07-17,1438.0
2023-07-18,-688.0
2023-07-19,163.0
2023-07-20,3993.0
2023-07-21,-922.0
2023-07-22,-68.0
2023-07-23,88.0
2023-07-24,203.0
2023-07-25,-2437.0
2023-07-26,-1395.0
2023-07-27,-2189.0
2023-07-28,2264.0
2023-07-29,783.0
2023-07-30,-511.0
2023-07-31,-348.0
2023-08-01,4208.0
2023-08-02,-2346.0
2023-08-03,-1847.0
2023-08-04,-709.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,-79.0
2023-08-08,-933.0
2023-08-09,-1565.0
2023-08-10,813.0
2023-08-11,-974.0
2023-08-12,157.0
2023-08-13,-1002.0
2023-08-14,447.0
2023-08-15,-1359.0
2023-08-16,6189.0
2023-08-17,7426.0
2023-08-18,10825.0
2023-08-19,-356.0
2023-08-20,-1213.0
2023-08-21,-41808.0
2023-08-22,-17084.0
2023-08-23,-20111.0
2023-08-24,-21636.0
2023-08-25,-3613.0
2023-08-26,1577.0
2023-08-27,0.0
2023-08-28,-3594.0
2023-08-29,-2287.0
2023-08-30,-2157.0
2023-08-31,277.0
2023-09-01,3981.0
2023-09-02,722.0
2023-09-03,0.0
2023-09-04,5478.0
2023-09-05,-6518.0
2023-09-06,-4937.0
2023-09-07,-4889.0
2023-09-08,-1500.0
2023-09-09,249.0
2023-09-10,505.0
2023-09-11,-5.0
2023-09-12,688.0
2023-09-13,-90.0
2023-09-14,-813.0
2023-09-15,328.0
2023-09-16,0.0
2023-09-17,343.0
2023-09-18,4309.0
2023-09-19,-222.0
2023-09-20,-399.0
2023-09-21,-1479.0
2023-09-22,-1087.0
2023-09-23,-320.0
2023-09-24,143.0
2023-09-25,-983.0
2023-09-26,346.0
2023-09-27,256.0
2023-09-28,-2620.0
2023-09-30,0.0
2023-10-01,517.0
2023-10-02,-795.0
2023-10-03,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,690.0
2023-10-10,-821.0
2023-10-11,115.0
2023-10-12,918.0
2023-10-13,-1022.0
2023-10-14,398.0
2023-10-15,-1196.0
2023-10-16,-163.0
2023-10-17,-6977.0
2023-10-18,-8186.0
2023-10-19,-4587.0
2023-10-20,-1633.0
2023-10-21,312.0
2023-10-22,183.0
2023-10-23,21.0
2023-10-24,-461.0
2023-10-25,1271.0
2023-10-26,-1056.0
2023-10-27,531.0
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,-1526.0
2023-10-31,-18023.0
2023-11-01,-7156.0
2023-11-02,1824.0
2023-11-03,661.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,17.0
2023-11-07,-464.0
2023-11-08,-1588.0
2023-11-09,-1057.0
2023-11-10,-2450.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,-1606.0
2023-11-14,-528.0
2023-11-15,-1458.0
2023-11-16,-2329.0
2023-11-17,-1658.0
2023-11-19,-428.0
2023-11-20,-705.0
2023-11-21,270.0
2023-11-22,578.0
2023-11-23,11549.0
2023-11-24,-861.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,2450.0
