code,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,
1,0.024179428815841675,0.05910070240497589,0.05747496709227562,-0.01220648642629385,0.02767198160290718,-0.08671886473894119,0.0017176942201331258,-0.04988047108054161,-0.03372770920395851,-0.05922546610236168,-0.006550724618136883,0.06233310326933861,0.013826831243932247,0.06510502099990845,-0.05291655659675598,0.07066511362791061,0.026379650458693504,0.05620257183909416,0.005366605240851641,-0.03256971761584282,0.023899918422102928,-0.025649012997746468,0.05450358986854553,-0.02146482653915882,-0.16644150018692017,-0.05905386060476303,-0.06809820979833603,-0.00048648242955096066,-0.011573233641684055,-0.045134350657463074,-0.051945604383945465,-0.07585950940847397,-0.03354021534323692,-0.01405602041631937,-0.0692705512046814,-0.024442395195364952,-0.05642753094434738,0.017346668988466263,0.037318114191293716,-0.00842027273029089,-0.016198696568608284,-0.029604773968458176,0.010911835357546806,0.07997872680425644,0.0412420816719532,0.01859830878674984,-0.03868124634027481,0.003196448553353548,
2,0.01984494738280773,0.04345032945275307,0.04682010039687157,-0.08648250252008438,0.008741449564695358,-0.006095247808843851,0.010547826066613197,-0.002982945181429386,0.03227834030985832,-0.01219361461699009,-0.030658427625894547,-0.018336715176701546,0.02308505028486252,-0.021250039339065552,-0.03011193685233593,0.00043016605195589364,0.0026045129634439945,0.009174613282084465,0.006810161750763655,-0.04744201526045799,0.00804847851395607,0.04910198599100113,-0.021947123110294342,0.084626205265522,0.0456635057926178,-0.0046547651290893555,0.08474554866552353,0.03526458144187927,0.04110844433307648,0.025902988389134407,0.005456656217575073,0.033018097281455994,0.029677167534828186,0.041238076984882355,0.03233705088496208,-0.05835616588592529,-0.06393526494503021,0.02450047805905342,-0.07894757390022278,0.026431865990161896,-0.0018089129589498043,-0.06731250882148743,0.007330365478992462,-0.007492298260331154,-0.0009446770418435335,-0.015029415488243103,-0.08127514272928238,-0.11709247529506683,
6,-0.0047131069004535675,-0.04358941689133644,0.0084695341065526,-0.08355875313282013,-0.01720213145017624,-0.05102216824889183,0.00018549778906162828,0.018548613414168358,-0.03609510883688927,0.036153510212898254,0.015324655920267105,0.018877694383263588,-0.0013235321966931224,0.030532751232385635,-0.05076826736330986,-0.008706915192306042,0.05001325532793999,0.06282117962837219,0.024375587701797485,0.20716488361358643,-0.0888780876994133,-0.02346801944077015,0.06995839625597,0.009823215194046497,0.0447741374373436,-0.036876894533634186,-0.013652523048222065,0.00989637803286314,0.10589471459388733,0.044540274888277054,0.1611325591802597,0.01770131103694439,-0.002191725419834256,0.21067339181900024,0.026520051062107086,0.05825018137693405,-0.06348232924938202,-0.038027867674827576,0.010332521051168442,-0.08244937658309937,0.051657721400260925,0.01991959847509861,-0.05092502385377884,0.024130675941705704,0.1317511349916458,0.009100854396820068,0.047728631645441055,0.05657096207141876,
8,0.04765336588025093,0.02370406687259674,0.08957640826702118,0.05675947293639183,-0.08921700716018677,-0.06731373816728592,0.016027888283133507,-0.04702574387192726,0.31581151485443115,0.024134153500199318,0.005584736354649067,-0.01806439645588398,0.01604306511580944,0.03656263276934624,-0.04456276074051857,-0.04496822878718376,-5.220754974288866e-05,0.05063348263502121,0.0074223848059773445,-0.03871242329478264,-0.004702707286924124,0.17195788025856018,-0.0045546432957053185,0.004526322241872549,-0.07125937938690186,-0.028047315776348114,-0.048826757818460464,0.07099225372076035,0.005961856804788113,0.01656230166554451,-0.0011396084446460009,-0.051218993961811066,0.018786078318953514,-0.05829133465886116,-0.006091564893722534,-0.018795691430568695,0.004434776492416859,-0.12290620058774948,-0.03803207725286484,-0.04626487195491791,-0.07625741511583328,-0.032900311052799225,-0.018810538575053215,-0.03296854719519615,0.0035617609973996878,-0.012507030740380287,-0.046069297939538956,0.021658077836036682,
9,0.08144494891166687,-0.06639036536216736,0.12046065181493759,-0.08654854446649551,0.06785423308610916,0.08231540769338608,0.061252932995557785,-0.03666162118315697,-0.029039738699793816,-0.028210818767547607,0.13397718966007233,-0.01971489004790783,-0.037506453692913055,-0.07278714329004288,0.027668865397572517,-0.05563601478934288,-0.0232533048838377,-0.04533202201128006,0.20398201048374176,-0.07347768545150757,0.09724970906972885,0.021584071218967438,0.07764497399330139,0.025689298287034035,0.001839308999478817,-0.04969087615609169,0.08288127183914185,-0.03155447170138359,0.12873293459415436,0.01597851701080799,-0.09660705178976059,0.18593759834766388,-0.053212184458971024,-0.23118741810321808,-0.011369063518941402,0.021775931119918823,0.16324461996555328,0.27324604988098145,0.018448220565915108,0.17207986116409302,0.038223765790462494,0.167550727725029,0.060578908771276474,0.07628268003463745,-0.05174880847334862,-0.05425601452589035,0.01694442518055439,0.16004522144794464,
11,-0.053479231894016266,0.09967869520187378,0.02872087061405182,-0.07315825670957565,-0.04650125280022621,-0.026253709569573402,0.04069484397768974,-0.07665485888719559,0.0065049659460783005,-0.042663637548685074,0.09789789468050003,0.04602211341261864,-0.025548124685883522,-0.003513957839459181,-0.10788623988628387,-0.0387258343398571,-0.003983466885983944,0.11866363883018494,-0.01585610769689083,0.600645124912262,-0.08531024307012558,0.14514011144638062,-0.056044064462184906,-0.061480194330215454,0.13342630863189697,0.13474152982234955,0.0765438973903656,-0.04092438891530037,0.08329730480909348,0.08190763741731644,0.08757281303405762,0.08379995077848434,0.0589449480175972,-0.029076091945171356,0.029331928119063377,-0.03569822385907173,0.03040163218975067,0.04771754518151283,0.07518530637025833,-0.06081537529826164,-0.10173600167036057,-0.02922666072845459,-0.007382112089544535,-0.039310503751039505,0.05278303474187851,0.0685439184308052,0.432049959897995,0.08462972939014435,
12,-0.03925083950161934,-0.007075284607708454,0.042293481528759,-0.04096082225441933,-0.03660416603088379,0.0365900844335556,0.06106995418667793,0.033278729766607285,0.04130665585398674,-0.010773214511573315,0.023243220522999763,-0.006122771184891462,0.05012146756052971,-0.022259168326854706,-0.048550769686698914,-0.0382286012172699,0.013214953243732452,0.11693312972784042,0.09979385882616043,-0.07470788806676865,-0.02792644314467907,0.04784072935581207,0.0990854799747467,-0.016408279538154602,0.08877731114625931,0.019812770187854767,0.02499247156083584,-0.021293675526976585,-0.06971821188926697,0.07983565330505371,0.19161805510520935,-0.08506360650062561,0.12247898429632187,0.006738712545484304,-0.02394203096628189,-0.032624948769807816,0.03684905916452408,-0.04205053299665451,-0.061636894941329956,-0.10782915353775024,0.08906940370798111,0.04870116710662842,-0.05380832403898239,0.04895855858922005,-0.0559023879468441,-0.03340132161974907,0.16857831180095673,0.09048590809106827,
14,0.08576381206512451,0.07818467170000076,0.04535675793886185,0.02114245854318142,0.20905278623104095,0.08316051214933395,0.21583765745162964,-0.039383117109537125,-0.008159481920301914,-0.0633791834115982,0.062787264585495,0.03244604915380478,0.028136493638157845,-0.017338912934064865,-0.07137129455804825,0.10440052300691605,0.05144799128174782,0.06516215205192566,0.01764434389770031,0.04796036705374718,0.11712384223937988,0.14575348794460297,0.05907756835222244,-0.008788310922682285,-0.025891805067658424,-0.055902715772390366,-0.025758974254131317,0.07705451548099518,0.046418484300374985,0.01593507081270218,-0.06751856952905655,-0.10015665739774704,-0.0730644091963768,0.09492502361536026,0.1238725408911705,0.03775293752551079,0.1043798103928566,0.06446323543787003,0.0026068775914609432,-0.04434198886156082,-0.17622336745262146,-0.05322522670030594,-0.03178837150335312,-0.06539499759674072,0.00977573823183775,0.09211726486682892,-0.08726312220096588,0.07158736139535904,
16,0.0871405303478241,-0.09893428534269333,0.1999177485704422,0.05997307598590851,0.14104528725147247,-0.017017152160406113,-0.051827140152454376,0.0020992096979171038,-0.06466927379369736,0.0357271283864975,0.03635561838746071,-0.04298863932490349,-0.05651512369513512,0.04154589772224426,0.5141785740852356,-0.028649713844060898,0.15221691131591797,-0.13434511423110962,-0.14840133488178253,-0.09874013066291809,-0.05526162311434746,0.023967966437339783,0.08758976310491562,0.12166152894496918,-0.06657417118549347,0.019881848245859146,0.05500797554850578,-0.018743563443422318,-0.0021263195667415857,-0.016242049634456635,-0.04561743140220642,-0.010864969342947006,0.14787058532238007,0.03058718517422676,-0.023305771872401237,-0.055288948118686676,0.02374509535729885,0.14567124843597412,-0.0335528664290905,0.05359767749905586,-0.01809963397681713,-0.005381197202950716,-0.08181663602590561,0.10475536435842514,-0.06559054553508759,0.13417713344097137,-0.03263923153281212,-0.033486928790807724,
19,0.12441051751375198,0.043507836759090424,0.051340118050575256,0.012781338766217232,0.047241516411304474,0.050607386976480484,0.06016351655125618,0.1049739271402359,-0.02997417561709881,-0.014479905366897583,0.08001349121332169,-0.014770617708563805,-0.024338731542229652,-0.01778869889676571,-0.003013055305927992,0.08082983642816544,0.12077294290065765,-0.01604769565165043,0.017805514857172966,-0.0028703606221824884,-0.02399059757590294,0.06284090131521225,0.02500574290752411,-0.0476522296667099,0.009066243655979633,-0.005773152690380812,0.005698140244930983,0.13048404455184937,-0.013133869506418705,-0.06061772257089615,-0.016100559383630753,0.0250077024102211,0.050548255443573,0.001686990144662559,0.022224221378564835,-0.03822419419884682,-0.007553537841886282,-0.28701943159103394,-0.0012628425611183047,0.010662401095032692,-0.11881498247385025,-0.028786007314920425,-0.04269067570567131,-0.09814098477363586,-0.056982893496751785,0.01968100294470787,0.03482918068766594,-0.004931792616844177,
