股票代码_Stkcd,最新股票名称_Lstknm,日期_Date,收盘价_Clpr,
"600193","创兴资源",2012-12-05,"9.4900"
"600193","创兴资源",2012-12-06,"9.8800"
"600193","创兴资源",2012-12-07,"10.0300"
"600193","创兴资源",2012-12-10,"10.2400"
"600193","创兴资源",2012-12-11,"10.5900"
"600193","创兴资源",2012-12-12,"10.6300"
"600193","创兴资源",2012-12-13,"10.5500"
"600193","创兴资源",2012-12-14,"10.8300"
"600193","创兴资源",2012-12-17,"11.9100"
"600193","创兴资源",2012-12-18,"11.6600"
"600193","创兴资源",2012-12-19,"11.4400"
"600193","创兴资源",2012-12-20,"11.8500"
"600193","创兴资源",2012-12-21,"11.5100"
"600193","创兴资源",2012-12-24,"11.5200"
"600193","创兴资源",2012-12-25,"11.7200"
"600193","创兴资源",2012-12-26,"11.7400"
"600193","创兴资源",2012-12-27,"11.8300"
"600193","创兴资源",2012-12-28,"11.8900"
"600193","创兴资源",2012-12-31,"12.0700"
"600193","创兴资源",2013-01-04,"12.5000"
"600193","创兴资源",2013-01-07,"12.3000"
"600193","创兴资源",2013-01-08,"12.7000"
"600193","创兴资源",2013-01-09,"12.3500"
"600193","创兴资源",2013-01-10,"12.2700"
"600193","创兴资源",2013-01-11,"12.5300"
"600193","创兴资源",2013-01-14,"12.8700"
"600193","创兴资源",2013-01-15,"12.9500"
"600193","创兴资源",2013-01-16,"13.0100"
"600193","创兴资源",2013-01-17,"12.4500"
"600193","创兴资源",2013-01-18,"12.5600"
"600193","创兴资源",2013-01-21,"12.4500"
"600193","创兴资源",2013-01-22,"12.0900"
"600193","创兴资源",2013-01-23,"12.2000"
"600193","创兴资源",2013-01-24,"12.2900"
"600193","创兴资源",2013-01-25,"12.9000"
"600193","创兴资源",2013-01-28,"13.0700"
"600193","创兴资源",2013-01-29,"12.9400"
"600193","创兴资源",2013-01-30,"12.8600"
"600193","创兴资源",2013-01-31,"13.3200"
"600193","创兴资源",2013-02-01,"12.9500"
"600193","创兴资源",2013-02-04,"12.7600"
