股票代码_Stkcd,最新股票名称_Lstknm,日期_Date,收盘价_Clpr,
"600193","创兴资源",2018-06-19,"2.5900"
"600193","创兴资源",2018-06-20,"2.4900"
"600193","创兴资源",2018-06-21,"2.4200"
"600193","创兴资源",2018-06-22,"2.4500"
"600193","创兴资源",2018-06-25,"2.4100"
"600193","创兴资源",2018-06-26,"2.4800"
"600193","创兴资源",2018-06-27,"2.5000"
"600193","创兴资源",2018-06-28,"2.4700"
"600193","创兴资源",2018-06-29,"2.5300"
"600193","创兴资源",2018-06-30,
"600193","创兴资源",2018-07-02,"2.5400"
"600193","创兴资源",2018-07-03,"2.5700"
"600193","创兴资源",2018-07-04,"2.5200"
"600193","创兴资源",2018-07-05,"2.4300"
"600193","创兴资源",2018-07-06,"2.4400"
"600193","创兴资源",2018-07-09,"2.5100"
"600193","创兴资源",2018-07-10,"2.5300"
"600193","创兴资源",2018-07-11,"2.4200"
"600193","创兴资源",2018-07-12,"2.5000"
"600193","创兴资源",2018-07-13,"2.5500"
"600193","创兴资源",2018-07-16,"2.5600"
"600193","创兴资源",2018-07-17,"2.5800"
"600193","创兴资源",2018-07-18,"2.5700"
"600193","创兴资源",2018-07-19,"2.5300"
"600193","创兴资源",2018-07-20,"2.5600"
"600193","创兴资源",2018-07-23,"2.5500"
"600193","创兴资源",2018-07-24,"2.5900"
"600193","创兴资源",2018-07-25,"2.5900"
"600193","创兴资源",2018-07-26,"2.6800"
"600193","创兴资源",2018-07-27,"2.6500"
"600193","创兴资源",2018-07-30,"2.5900"
"600193","创兴资源",2018-07-31,"2.6100"
"600193","创兴资源",2018-08-01,"2.5700"
"600193","创兴资源",2018-08-02,"2.4800"
"600193","创兴资源",2018-08-03,"2.5400"
"600193","创兴资源",2018-08-06,"2.4600"
"600193","创兴资源",2018-08-07,"2.5200"
"600193","创兴资源",2018-08-08,"2.5500"
"600193","创兴资源",2018-08-09,"2.6200"
"600193","创兴资源",2018-08-10,"2.6400"
"600193","创兴资源",2018-08-13,"2.7000"
"600193","创兴资源",2018-08-14,"2.7500"
"600193","创兴资源",2018-08-15,"2.6600"
"600193","创兴资源",2018-08-16,"2.6400"
"600193","创兴资源",2018-08-17,"2.7400"
"600193","创兴资源",2018-08-20,"2.7700"
"600193","创兴资源",2018-08-21,"2.9100"
"600193","创兴资源",2018-08-22,"2.8400"
"600193","创兴资源",2018-08-23,"2.8300"
"600193","创兴资源",2018-08-24,"2.8800"
"600193","创兴资源",2018-08-27,"2.9300"
"600193","创兴资源",2018-08-28,"2.9000"
"600193","创兴资源",2018-08-29,"2.9200"
"600193","创兴资源",2018-08-30,"2.7700"
"600193","创兴资源",2018-08-31,"2.7000"
"600193","创兴资源",2018-09-03,"2.7200"
"600193","创兴资源",2018-09-04,"2.7600"
"600193","创兴资源",2018-09-05,"2.7500"
"600193","创兴资源",2018-09-06,"2.7300"
"600193","创兴资源",2018-09-07,"2.7500"
"600193","创兴资源",2018-09-10,"2.6900"
"600193","创兴资源",2018-09-11,"2.7000"
"600193","创兴资源",2018-09-12,"2.7300"
"600193","创兴资源",2018-09-13,"2.7500"
"600193","创兴资源",2018-09-14,"2.7600"
"600193","创兴资源",2018-09-17,"2.6300"
"600193","创兴资源",2018-09-18,"2.6700"
"600193","创兴资源",2018-09-19,"2.7300"
"600193","创兴资源",2018-09-20,"2.7100"
"600193","创兴资源",2018-09-21,"2.7300"
"600193","创兴资源",2018-09-25,"2.7200"
"600193","创兴资源",2018-09-26,"2.7400"
"600193","创兴资源",2018-09-27,"2.6900"
"600193","创兴资源",2018-09-28,"2.7600"
"600193","创兴资源",2018-09-30,
